coreid,mofid-v1,mofid-v2,LCD_(Å),PLD_(Å),LFPD_(Å),Density_(g/cm3),ASA_(A2),ASA_(m2/cm3),ASA_(m2/g),NASA_(A2),NASA_(m2/cm3),NASA_(m2/g),PV_(A3),VF,PV_(cm3/g),NAV_(A3),NPV_(cm3/g),structure_dimension,topology(SingleNodes),topology(AllNodes),catenation,dimension_by_topo,hall,number_spacegroup,Metal_Types,Has_OMS,OMS_Types,average_atomic_mass,Heat_capacity@300K_(J/g/K),Heat_capacity@350K_(J/g/K),Heat_capacity@400K_(J/g/K),natoms,Thermal_stability_(°C),Solvent_stability,Water_stability,KH_Classes,category
2005[Tb][nan]3[ASR]2,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Tb] MOFid-v1.tsg.cat0;QAVBUL_ASR_pacman,[Tb3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tsg.cat0;QAVBUL_ASR_pacman,12.14776,9.9745,12.14776,1.03123,415.735,1448.01,1404.15,0.0,0.0,0.0,1801.89,0.6276,0.608591,0.0,0.0,3,unknown,unknown,1,2,"R 3 2""",155,Tb,Yes,Tb,12.12917857,0.737569172,0.816004761,0.856783221,147,412.5,0.917132,0.95,superstrong_high_loading,strong&stable
2005[Y][nan]3[ASR]1,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Y][Y] MOFid-v1.ERROR.cat0;SAQQOR_ASR_pacman,[Y2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.ERROR.cat0;SAQQOR_ASR_pacman,10.68647,9.07282,10.64358,0.778283,655.849,1710.67,2198.01,0.0,0.0,0.0,2638.47,0.6882,0.884254,0.0,0.0,3,unknown,unknown,1,3,P 1,1,Y,Yes,Y,11.23055575,0.817199569,0.926250919,1.04113053,160,432.4,0.48775733,0.521052632,strong,strong&stable
2005[Zn][pcu]3[ASR]13,[O]P(=O)(O)[O].[Zn].c1ccc2c(c1)n(CCCCn1cnc3c1cccc3)cn2 MOFid-v1.moc.cat0;NAXLII_ASR_pacman,[Zn1_Type-1].[OH0][P][=Branch1][C][=O][Branch1][C][O][OH0].[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch2][Ring1][C][C][C][C][C][N][C][=N][C][=C][Ring1][Branch1][C][=C][C][=C][Ring1][=Branch1][C][=N][Ring2][Ring1][Ring1] MOFid-v2.moc.cat0;NAXLII_ASR_pacman,5.86925,5.28522,5.86925,1.2305,202.41,989.005,803.741,0.0,0.0,0.0,1031.89,0.5042,0.409751,0.0,0.0,3,pcu,pcu,1,3,-P 1,2,Zn,Yes,Zn,10.24678492,0.894833349,1.018666459,1.082990008,148,359.3,0.2571503,0.53,superstrong_high_loading,strong&stable
2005[Zn][pcu]3[FSR]13,[O]P(=O)(O)[O].[Zn].c1ccc2c(c1)n(CCCCn1cnc3c1cccc3)cn2 MOFid-v1.moc.cat0;NAXLII_FSR_pacman,,5.86925,5.28522,5.86925,1.38788,144.385,705.489,508.32,0.0,0.0,0.0,927.927,0.4534,0.326684,0.0,0.0,3,pcu,pcu,1,3,-P 2ybc,14,Zn,No,,10.55863365,0.903792456,1.030971512,1.086285796,162,342.7,0.23124799,0.53,superstrong_high_loading,strong&stable
2006[Eu][nan]3[ASR]1,[Eu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.rnb.cat0;SEHXIN_ASR_pacman,[Eu1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.rnb.cat0;SEHXIN_ASR_pacman,7.02958,6.71282,7.02958,1.5497,235.246,1528.51,986.326,0.0,0.0,0.0,852.326,0.5538,0.357359,0.0,0.0,3,unknown,rnb,1,3,P 4cw 2c,95,Eu,No,,18.89897474,0.57372381,0.637290469,0.676446719,76,483.3,0.9447318,0.74962963,superstrong_high_loading,strong&stable
2006[Pd][sod]3[ASR]1,O=[C]1=NC=CC=N1.[Pd] MOFid-v1.sod.cat0;NEKREB_ASR_pacman,unknown,7.13295,5.12526,7.13295,1.3542,470.628,1078.41,796.347,58.7855,134.703,99.4707,2449.99,0.5614,0.414562,0.0,0.0,3,sod,sod,1,2,P 4n 2 3 -1n,224,Pd,Yes,Pd,14.1228019,0.700023305,0.781032108,0.841514373,252,260,0.18155944,0.669779596,strong,strong&stable
2006[Zn][nan]3[FSR]3,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn]1[O]([Zn])[Zn]([O]1[Zn])[O]([Zn])[Zn])[Zn] MOFid-v1.sql.cat0;JENKIX_FSR_pacman,,9.92056,7.48579,9.92056,1.01106,1299.41,1220.22,1206.88,0.0,0.0,0.0,6125.29,0.5752,0.568909,0.0,0.0,3,unstable,unstable,1,3,-F 4 2 3,225,Zn,Yes,Zn,10.0055763,0.879739473,0.998670376,1.05156365,648,420.7,0.82853127,0.63,strong,strong&stable
2007[Co][nan]3[ASR]2,[Co].[O-]C(=O)c1ccnc(c1)C(=O)[O-].[O] MOFid-v1.unknown.cat0;CITZIP_ASR_pacman,[Co1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH0] MOFid-v2.UNKNOWN.cat0;CITZIP_ASR_pacman,6.78993,5.87031,6.78215,1.42635,181.186,1443.71,1012.17,0.0,0.0,0.0,662.895,0.5282,0.370316,0.0,0.0,3,unknown,unknown,1,3,-C 2yc,15,Co,No,,15.40012643,0.769311081,0.847165896,0.898652686,70,419.1,0.8050097,0.79,strong,strong&stable
2007[CuGd][stp]3[ASR]1,unknown,[Cu1_Type-1].[Gd1_Type-1].[O-1][C][=Branch1][C][=O][C][N][C][C][=Branch1][C][=O][O-1] MOFid-v2.UNKNOWN.cat0;OFESAU_ASR_pacman,7.18693,4.9999,6.82563,1.91678,188.25,841.164,438.842,0.0,0.0,0.0,965.461,0.4314,0.225065,0.0,0.0,3,stp,stp,1,3,"-P 3 2""c",165,"Cu,Gd",No,,14.51302022,0.726501012,0.760531325,0.812257822,178,185.2,0.30451438,0.56,strong,strong&stable
2007[CuNd][stp]3[ASR]1,[Cu].[Nd].[O-]C(=O)CNCC(=O)[O-] MOFid-v1.unknown.cat0;OFESEY_ASR_pacman,[Cu1_Type-1].[Nd1_Type-1].[O-1][C][=Branch1][C][=O][C][N][C][C][=Branch1][C][=O][O-1] MOFid-v2.UNKNOWN.cat0;OFESEY_ASR_pacman,7.30456,5.07688,7.30456,1.8342,197.107,860.122,468.935,0.0,0.0,0.0,1007.39,0.4396,0.239668,0.0,0.0,3,stp,stp,1,3,"-P 3 2""c",165,"Cu,Nd",No,,14.22070562,0.739920296,0.773252242,0.824587775,178,192.3,0.31302652,0.53,strong,strong&stable
2007[CuSm][stp]3[ASR]1,[Cu].[O-]C(=O)CNCC(=O)[O-].[Sm] MOFid-v1.unknown.cat0;OFESIC_ASR_pacman,[Cu1_Type-1].[Sm1_Type-1].[O-1][C][=Branch1][C][=O][C][N][C][C][=Branch1][C][=O][O-1] MOFid-v2.UNKNOWN.cat0;OFESIC_ASR_pacman,7.36476,5.0904,7.36476,1.82236,201.473,865.128,474.73,0.0,0.0,0.0,1036.79,0.4452,0.244299,0.0,0.0,3,stp,stp,1,3,"-P 3 2""c",165,"Cu,Sm",No,,14.35818876,0.740179351,0.773063237,0.832691496,178,186.6,0.31138954,0.57,strong,strong&stable
2007[Eu][pcu]3[ASR]1,[Eu].[O-]C(=O)c1ccnc(c1)c1nccc(c1)C(=O)[O-] MOFid-v1.pcu.cat0;JISVAJ_ASR_pacman,[C6Eu2O12_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.pcu.cat0;JISVAJ_ASR_pacman,8.23302,6.49522,8.23302,0.862534,480.143,2420.2,2805.92,0.0,0.0,0.0,1408.57,0.71,0.823156,0.0,0.0,3,pcu,pcu,1,3,-P 1,2,Eu,Yes,Eu,13.92552865,0.715468419,0.790083283,0.853215209,74,444.9,0.6482186,0.61,superstrong_high_loading,strong&stable
2007[Fe][tbo]3[ASR]1,[Fe][Fe].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.tbo.cat0;NINVAI_ASR_pacman,[C4Fe2O8_Type-2].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.tbo.cat0;NINVAI_ASR_pacman,11.85606,6.40748,11.85606,0.818223,1035.15,2191.87,2678.81,0.0,0.0,0.0,3319.1,0.7028,0.858935,0.0,0.0,3,tbo,tbo,1,3,-F 4 2 3,225,Fe,Yes,Fe,14.91712923,0.760297438,0.812831442,0.934037427,156,358.7,0.9373135,0.61,strong,strong&stable
2007[Zn][nan]3[ASR]13,[O-]C(=O)C1=NC=N[C]1C(=O)[O-].[Zn].[Zn][OH][Zn] MOFid-v1.unknown.cat0;WIJDAV_ASR_pacman,unknown,6.75252,5.51475,6.69913,1.44711,365.961,1314.68,908.484,0.0,0.0,0.0,1510.97,0.5428,0.375092,0.0,0.0,3,unknown,unknown,1,3,-P 2ybc,14,Zn,No,,13.18338609,0.808409186,0.894972797,0.935956193,184,281.5,0.6485739,0.819364439,strong,strong&stable
2008[Cd][nan]3[ASR]2,unknown,[C1Cd1O2_Type-1].[C2Cd1O4_Type-1].[O-1][C][=Branch1][C][=O][C][C][C][Branch1][=N][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1].[O-1][C][=O].[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1] MOFid-v2.UNKNOWN.cat0;SODZIV_ASR_pacman,6.1759,5.25774,6.1759,1.34492,393.706,1002.27,745.226,0.0,0.0,0.0,2015.14,0.513,0.381436,0.0,0.0,3,unknown,unknown,1,3,P 2c -2n,33,Cd,Yes,Cd,11.36244914,0.815479997,0.893345259,0.946878002,280,272.2,0.4843461,0.545842969,strong,strong&stable
2008[Cd][rho]3[ASR]1,unknown,[Cd1_Type-1].[O-1][C][=Branch1][C][=O][C][=N][C][=C][C][=N][Ring1][=Branch1] MOFid-v2.ERROR.cat0;GIXGOK_ASR_pacman,17.36935,5.40179,17.36935,1.04037,2074.82,1510.45,1451.84,0.0,0.0,0.0,8986.39,0.6542,0.628815,0.0,0.0,3,rho,unknown,1,2,-I 4 2 3,229,Cd,No,,14.3436016,0.712069043,0.77231269,0.846544458,600,308.1,0.62539655,0.801538462,strong,strong&stable
2008[Cd][rho]3[ASR]2,[Cd].[O-]C(=O)c1ncccn1 MOFid-v1.ERROR.cat0;GOBGAG_ASR_pacman,[Cd1_Type-1].[O-1][C][=Branch1][C][=O][C][=N][C][=C][C][=N][Ring1][=Branch1] MOFid-v2.ERROR.cat0;GOBGAG_ASR_pacman,17.26438,5.3381,17.26438,1.05121,2055.36,1511.87,1438.22,0.0,0.0,0.0,8880.16,0.6532,0.621382,0.0,0.0,3,rho,unknown,1,3,-I 4 2 3,229,Cd,No,,14.3436016,0.709770011,0.790899644,0.856185843,600,308.8,0.6213874,0.801538462,strong,strong&stable
2008[Ce][nan]3[ASR]1,[Ce].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-] MOFid-v1.tsy.cat0;AFOVEX_ASR_pacman,[Ce2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tsy.cat0;AFOVEX_ASR_pacman,8.81885,6.85319,8.81681,1.02205,272.161,1673.67,1637.56,0.0,0.0,0.0,1030.64,0.6338,0.620127,0.0,0.0,3,unknown,unknown,1,3,C 2y,5,Ce,No,,12.5108095,0.73704607,0.822702522,0.865188201,80,557.1,0.2038225,0.77,superstrong_high_loading,strong&stable
2008[Co][dmp]3[ASR]1,C(Cc1ccncc1)Cc1ccncc1.[Co][OH2][Co] MOFid-v1.dmp.cat0;POCPAZ_ASR_pacman,unknown,6.40695,5.12161,6.38112,0.921688,1157.34,1682.28,1825.21,4.31013,6.26509,6.79741,4197.93,0.6102,0.662046,0.0,0.0,3,dmp,dmp,1,3,P 2c -2n,33,Co,Yes,Co,9.642687172,0.951346584,1.065858492,1.113066667,396,345.3,0.87992746,0.777037165,strong,strong&stable
2008[Eu][nan]3[ASR]1,[Eu].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-] MOFid-v1.tsy.cat0;AFOTOF_ASR_pacman,[Eu2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tsy.cat0;AFOTOF_ASR_pacman,8.79553,6.77154,8.79553,1.07439,259.76,1640.38,1526.8,0.0,0.0,0.0,992.559,0.6268,0.583399,0.0,0.0,3,unknown,unknown,1,3,C 2y,5,Eu,No,,12.8070095,0.712939215,0.798040101,0.840511517,80,560.3,0.2726655,0.82,superstrong_high_loading,strong&stable
2008[Gd][nan]3[ASR]1,[Gd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-] MOFid-v1.tsy.cat0;AFOVIB_ASR_pacman,[Gd2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tsy.cat0;AFOVIB_ASR_pacman,8.79616,6.74198,8.78649,1.09482,258.418,1645.95,1503.4,0.0,0.0,0.0,984.404,0.627,0.572697,0.0,0.0,3,unknown,unknown,1,3,C 2y,5,Gd,No,,12.9391595,0.7026512,0.785965072,0.828678905,80,465,0.7865292,0.79,superstrong_high_loading,strong&stable
2008[Gd][pcu]3[ASR]1,unknown,[C6Gd2O12_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O-1] MOFid-v2.pcu.cat0;LOCNIB_ASR_pacman,6.58577,5.31205,6.58577,1.0516,309.548,2301.14,2188.23,0.132563,0.985459,0.937106,901.816,0.6704,0.637505,0.0,0.0,3,pcu,pcu,1,3,P 1,1,Gd,No,,15.2123,0.68239835,0.762324752,0.835755917,56,238.8,0.6590569,0.8,superstrong_high_loading,strong&stable
2008[In][dia]3[ASR]2,[In].[O-]C(=O)c1ccc(s1)C(=O)[O-] MOFid-v1.dia.cat0;SOKKUZ_ASR_pacman,[C4In1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.dia.cat0;SOKKUZ_ASR_pacman,6.70484,6.32665,6.70484,1.05966,646.978,2267.95,2140.27,0.0,0.0,0.0,1854.82,0.6502,0.613593,0.0,0.0,3,dia,dia,2,3,P 4w 2c,91,In,No,,16.85568,0.709481449,0.785730023,0.835876835,108,292.1,0.113891184,0.73,strong,strong&stable
2008[In][dia]3[ASR]3,[In].[O-]C(=O)c1ccc(s1)C(=O)[O-] MOFid-v1.dia.cat0;SOMFAC_ASR_pacman,[C4In1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.dia.cat0;SOMFAC_ASR_pacman,6.70637,6.34214,6.70637,1.04875,656.207,2276.61,2170.8,0.0,0.0,0.0,1931.77,0.6702,0.639049,0.0,0.0,3,dia,dia,2,3,P 4cw 2c,95,In,No,,16.85568,0.715321552,0.786586797,0.833996713,108,294.7,0.114858955,0.73,strong,strong&stable
2008[In][dia]3[ASR]4,[In].[O-]C(=O)c1ccc(s1)C(=O)[O-] MOFid-v1.dia.cat0;SOMFEG_ASR_pacman,[C4In1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.dia.cat0;SOMFEG_ASR_pacman,6.71551,6.34258,6.71551,1.05531,648.826,2265.09,2146.38,0.0,0.0,0.0,1865.33,0.6512,0.61707,0.0,0.0,3,dia,dia,2,3,P 4w 2c,91,In,No,,16.85568,0.716063545,0.786077395,0.835422375,108,292,0.11401889,0.73,strong,strong&stable
2008[In][nan]3[FSR]1,[In].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O] MOFid-v1.unknown.cat0;LOQLEJ_FSR_pacman,,14.70125,14.40956,14.70125,0.990419,427.477,1440.81,1454.75,0.0,0.0,0.0,2045.98,0.6896,0.696271,0.0,0.0,3,unknown,unknown,1,3,-C 2yc,15,In,No,,16.38513111,0.681895746,0.752485341,0.801951155,108,347.5,0.8466387,0.57,strong,strong&stable
2008[La][nan]3[ASR]2,[La].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-] MOFid-v1.tsy.cat0;AFOVAT_ASR_pacman,[La2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tsy.cat0;AFOVAT_ASR_pacman,8.33473,6.55119,8.33473,1.04077,262.479,1647.68,1583.13,0.0,0.0,0.0,997.549,0.6262,0.601668,0.0,0.0,3,unknown,unknown,1,3,C 2y,5,La,No,,12.48054625,0.748523214,0.836766491,0.872758771,80,538.6,0.1499258,0.78,superstrong_high_loading,strong&stable
2008[La][nan]3[ASR]3,[La].[O-]C(=O)[O-].[O-]C(=O)c1[nH][n-]c(c1)C(=O)[O-] MOFid-v1.unknown.cat0;AGARUW_ASR_pacman,unknown,6.77693,6.25183,6.7733,1.77195,321.153,1326.27,748.483,0.0,0.0,0.0,1224.29,0.5056,0.285336,0.0,0.0,3,unknown,unknown,1,3,-P 2ac 2n,62,La,No,,20.18689375,0.60376978,0.659285648,0.70574244,128,315,0.9240936,0.83,superstrong_high_loading,strong&stable
2008[La][nan]3[FSR]2,[O-]C(=O)[O-].[O-]C(=O)c1[nH][n-]c(c1)C(=O)[O-].[OH2][La] MOFid-v1.unknown.cat0;AGARUW_FSR_pacman,,6.51795,6.25217,6.51699,1.87078,260.015,1073.79,573.981,0.0,0.0,0.0,1112.91,0.4596,0.245673,0.0,0.0,3,unknown,unknown,1,3,-P 2ac 2n,62,La,No,,17.94766211,0.650227013,0.712107865,0.748964164,152,328.5,0.8563184,0.85,strong,strong&stable
2008[Nd][nan]3[ASR]1,[Nd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-] MOFid-v1.tsy.cat0;AFOVOH_ASR_pacman,[Nd2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tsy.cat0;AFOVOH_ASR_pacman,8.79153,6.84514,8.79095,1.04818,262.377,1641.22,1565.79,0.0,0.0,0.0,1005.56,0.629,0.600091,0.0,0.0,3,unknown,unknown,1,3,C 2y,5,Nd,No,,12.6139595,0.721711929,0.812563367,0.85352001,80,514.3,0.21715271,0.84,superstrong_high_loading,strong&stable
2008[Ni][nan]3[ASR]2,[Ni][OH2][Ni][OH2][Ni].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].n1ncn(c1)CCn1cnnc1 MOFid-v1.sql.cat0;LOBHAM_ASR_pacman,[C14H12N12Ni3O14_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1].[N][N][=C][N][Branch1][Ring2][C][=Ring1][Branch1][C][C][N][C][=N][N][=C][Ring1][Branch1] MOFid-v2.sql.cat0;LOBHAM_ASR_pacman,7.01031,5.91605,7.01025,1.01758,560.399,1798.57,1767.49,0.0,0.0,0.0,1905.63,0.6116,0.601033,0.0,0.0,3,unknown,unknown,1,3,-P 2ybc,14,Ni,No,,11.23152518,0.886759399,0.992318682,1.05596655,170,332.7,0.81887865,0.521052632,strong,strong&stable
2008[Sm][nan]3[ASR]1,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Sm] MOFid-v1.tsy.cat0;AFOTUL_ASR_pacman,[Sm2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tsy.cat0;AFOTUL_ASR_pacman,8.80958,6.81225,8.80958,1.05968,267.336,1670.34,1576.26,0.0,0.0,0.0,1013.43,0.6332,0.597537,0.0,0.0,3,unknown,unknown,1,3,C 2y,5,Sm,No,,12.7669095,0.711606808,0.794859344,0.839707869,80,526.8,0.25821584,0.89,superstrong_high_loading,strong&stable
2008[Zn][nan]3[ASR]11,C(Cc1ccncc1)Cc1ccncc1.[O]P(=O)[O].[Zn] MOFid-v1.unknown.cat0;OGAGEJ_ASR_pacman,[Zn1_Type-1].[C][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][=C][C][=N][C][=C][Ring1][=Branch1].[OH0][P][=Branch1][C][=O][OH0] MOFid-v2.UNKNOWN.cat0;OGAGEJ_ASR_pacman,5.65342,5.22037,5.65342,1.05864,576.026,1877.44,1773.45,0.0,0.0,0.0,1908.39,0.622,0.587548,0.0,0.0,3,unknown,unknown,1,3,-P 2ybc,14,Zn,No,,11.92642595,0.809351093,0.912751395,0.961360911,164,459,0.22156069,0.569052632,superstrong_high_loading,strong&stable
2008[ZnCo][nan]3[ASR]1,[Co].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Zn] MOFid-v1.unknown.cat0;EGATOW_ASR_pacman,[Co1_Type-1].[Zn1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch1][#Branch2][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.UNKNOWN.cat0;EGATOW_ASR_pacman,5.94678,5.10203,5.7403,1.20816,822.43,1997.56,1653.39,0.0,0.0,0.0,2502.41,0.6078,0.50308,0.0,0.0,3,unknown,unknown,1,3,P 4c -2ab,106,"Zn,Co",Yes,Co,17.01960341,0.711026168,0.792417999,0.848899874,176,364.3,0.69851315,0.755535714,strong,strong&stable
2009[Co][cds]3[ASR]1,O.[Co].[O-]C(=O)c1cc(cc(c1)C(C)(C)C)C(=O)[O-] MOFid-v1.ERROR.cat0;MOYMET_ASR_pacman,[Co1_Type-1].[O].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1] MOFid-v2.ERROR.cat0;MOYMET_ASR_pacman,9.11243,8.44841,9.11025,1.00188,433.959,1101.33,1099.26,0.0,0.0,0.0,2201.86,0.5588,0.557753,0.0,0.0,3,cds,cds,1,3,P -4 2n,114,Co,Yes,Co,9.286554844,0.998112253,1.069406677,1.103470685,256,304.3,0.8414136,0.605,strong,strong&stable
2009[Cu][lcv]3[ASR]1,OC(=O)C1=NC(=N[C]1C(=O)[O-])c1ccncc1.[Cu] MOFid-v1.lcv-f.cat0;PURQOJ_ASR_pacman,[C2Cu1H1O4_Type-1].[O][C][=Branch1][C][=O][C][=N][C][=Branch1][#Branch2][=N][CH0][Ring1][Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=N][C][=C][Ring1][=Branch1] MOFid-v2.lcv-f.cat0;PURQOJ_ASR_pacman,11.3135,6.84577,11.3135,0.847078,2895.15,2088.02,2464.97,0.0,0.0,0.0,9561.66,0.6896,0.814092,0.0,0.0,3,lcv-f,lcv-f,1,2,P 4acd 2ab 3,212,Cu,No,,12.81349565,0.790765784,0.90041837,0.939981527,552,320.1,0.61527616,0.804143271,strong,strong&stable
2009[CuTb][stp]3[ASR]1,[Cu].[O-]C(=O)CNCC(=O)[O-].[Tb] MOFid-v1.unknown.cat0;KUDMAY_ASR_pacman,[Cu1_Type-1].[Tb1_Type-1].[O-1][C][=Branch1][C][=O][C][N][C][C][=Branch1][C][=O][O-1] MOFid-v2.UNKNOWN.cat0;KUDMAY_ASR_pacman,7.16272,5.01285,7.16272,1.93261,194.008,871.788,451.093,0.0,0.0,0.0,979.62,0.4402,0.227775,0.0,0.0,3,stp,stp,1,3,"-P 3 2""c",165,"Cu,Tb",No,,14.55066854,0.722156003,0.750857448,0.803938557,178,207.2,0.28543338,0.52,strong,strong&stable
2009[DyCu][stp]3[ASR]1,[Cu].[Dy].[O-]C(=O)CNCC(=O)[O-] MOFid-v1.unknown.cat0;KUDLUR_ASR_pacman,[Cu1_Type-1].[Dy1_Type-1].[O-1][C][=Branch1][C][=O][C][N][C][C][=Branch1][C][=O][O-1] MOFid-v2.UNKNOWN.cat0;KUDLUR_ASR_pacman,7.15013,5.00794,7.15013,1.94765,187.862,846.073,434.406,0.0,0.0,0.0,965.431,0.4348,0.223243,0.0,0.0,3,stp,stp,1,3,"-P 3 2""c",165,"Dy,Cu",No,,14.63099775,0.716852334,0.745673777,0.801837019,178,185.9,0.29746124,0.53,strong,strong&stable
2009[Eu][pcu]3[ASR]2,[Eu].[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-] MOFid-v1.pcu.cat0;SONTEV_ASR_pacman,[C6Eu2O12_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O-1] MOFid-v2.pcu.cat0;SONTEV_ASR_pacman,6.56818,5.30223,6.56818,1.0472,309.555,2320.36,2215.78,0.0,0.0,0.0,891.967,0.6686,0.638466,0.0,0.0,3,pcu,pcu,1,3,P 1,1,Eu,No,,15.02351429,0.692043402,0.766314133,0.84230866,56,195.3,0.8813541,0.69,superstrong_high_loading,strong&stable
